"Gene_ID","MANE_length","Transcript_ID"
"ENSG00000158473",3492,"ENST00000674085"
"ENSG00000158477",1809,"ENST00000289429"
"ENSG00000158480",4043,"ENST00000289431"
"ENSG00000158481",2442,"ENST00000368170"
"ENSG00000158485",1391,"ENST00000368168"
"ENSG00000158486",12567,"ENST00000698260"
"ENSG00000158488",1919,"ENST00000368167"
"ENSG00000158497",381,"ENST00000289448"
"ENSG00000158516",1330,"ENST00000222481"
"ENSG00000158517",1349,"ENST00000289473"
"ENSG00000158525",1985,"ENST00000474905"
"ENSG00000158526",4076,"ENST00000375151"
"ENSG00000158528",10547,"ENST00000433360"
"ENSG00000158545",3705,"ENST00000301011"
"ENSG00000158552",1322,"ENST00000289528"
"ENSG00000158553",3897,"ENST00000444565"
"ENSG00000158555",3561,"ENST00000336898"
"ENSG00000158560",2947,"ENST00000447467"
"ENSG00000158571",2039,"ENST00000375006"
"ENSG00000158578",1940,"ENST00000650242"
"ENSG00000158604",2294,"ENST00000457408"
"ENSG00000158615",5259,"ENST00000367188"
"ENSG00000158623",3134,"ENST00000425248"
"ENSG00000158636",7049,"ENST00000695367"
"ENSG00000158639",553,"ENST00000374955"
"ENSG00000158669",6298,"ENST00000396987"
"ENSG00000158683",9105,"ENST00000289672"
"ENSG00000158691",7711,"ENST00000684592"
"ENSG00000158710",1375,"ENST00000368097"
"ENSG00000158711",10288,"ENST00000357992"
"ENSG00000158714",3116,"ENST00000289707"
"ENSG00000158715",3391,"ENST00000367145"
"ENSG00000158716",797,"ENST00000368107"
"ENSG00000158717",1864,"ENST00000312838"
"ENSG00000158747",2024,"ENST00000375136"
"ENSG00000158748",3800,"ENST00000289753"
"ENSG00000158764",1161,"ENST00000368029"
"ENSG00000158769",4639,"ENST00000368026"
"ENSG00000158773",1807,"ENST00000368021"
"ENSG00000158786",2721,"ENST00000375102"
"ENSG00000158792",2331,"ENST00000289805"
"ENSG00000158793",1485,"ENST00000368009"
"ENSG00000158796",2344,"ENST00000368006"
"ENSG00000158805",4628,"ENST00000443381"
"ENSG00000158806",1490,"ENST00000518119"
"ENSG00000158813",5235,"ENST00000374552"
"ENSG00000158815",1320,"ENST00000359441"
"ENSG00000158816",9143,"ENST00000289815"
"ENSG00000158825",809,"ENST00000375071"
"ENSG00000158828",2657,"ENST00000321556"
"ENSG00000158850",1933,"ENST00000319769"
"ENSG00000158856",2774,"ENST00000358242"
"ENSG00000158859",9777,"ENST00000367996"
"ENSG00000158863",4316,"ENST00000289921"
"ENSG00000158864",1613,"ENST00000676972"
"ENSG00000158865",2402,"ENST00000424767"
"ENSG00000158869",590,"ENST00000289902"
"ENSG00000158874",474,"ENST00000367990"
"ENSG00000158882",2790,"ENST00000367988"
"ENSG00000158887",1951,"ENST00000533357"
"ENSG00000158901",1027,"ENST00000289953"
"ENSG00000158941",3685,"ENST00000308511"
"ENSG00000158955",4972,"ENST00000290015"
"ENSG00000158966",5933,"ENST00000651257"
"ENSG00000158985",4404,"ENST00000505065"
"ENSG00000158987",8350,"ENST00000509018"
"ENSG00000159023",6031,"ENST00000343067"
"ENSG00000159055",1546,"ENST00000290130"
"ENSG00000159063",1637,"ENST00000299626"
"ENSG00000159069",2362,"ENST00000325285"
"ENSG00000159079",3516,"ENST00000290155"
"ENSG00000159082",7068,"ENST00000674351"
"ENSG00000159086",3892,"ENST00000331923"
"ENSG00000159110",4074,"ENST00000342136"
"ENSG00000159111",1749,"ENST00000351111"
"ENSG00000159128",1699,"ENST00000290219"
"ENSG00000159131",3318,"ENST00000381815"
"ENSG00000159140",8393,"ENST00000356577"
"ENSG00000159147",2500,"ENST00000303071"
"ENSG00000159164",4378,"ENST00000369146"
"ENSG00000159166",2627,"ENST00000391967"
"ENSG00000159167",3868,"ENST00000290271"
"ENSG00000159173",6110,"ENST00000361379"
"ENSG00000159176",1820,"ENST00000340006"
"ENSG00000159182",382,"ENST00000290294"
"ENSG00000159184",3039,"ENST00000290295"
"ENSG00000159189",1158,"ENST00000374640"
"ENSG00000159197",1061,"ENST00000290310"
"ENSG00000159199",646,"ENST00000393366"
"ENSG00000159200",2503,"ENST00000313806"
"ENSG00000159202",3084,"ENST00000360943"
"ENSG00000159208",2011,"ENST00000290363"
"ENSG00000159210",2044,"ENST00000502492"
"ENSG00000159212",4197,"ENST00000349499"
"ENSG00000159214",1472,"ENST00000372318"
"ENSG00000159216",5971,"ENST00000675419"
"ENSG00000159217",8796,"ENST00000290341"
"ENSG00000159224",716,"ENST00000357424"
"ENSG00000159228",1208,"ENST00000290349"
"ENSG00000159231",998,"ENST00000290354"
"ENSG00000159248",2922,"ENST00000290374"
"ENSG00000159251",1382,"ENST00000290378"
"ENSG00000159256",4224,"ENST00000400485"
"ENSG00000159259",4466,"ENST00000314103"
"ENSG00000159261",1784,"ENST00000399135"
"ENSG00000159263",4461,"ENST00000290399"
"ENSG00000159267",8273,"ENST00000674895"
"ENSG00000159289",3176,"ENST00000290438"
"ENSG00000159307",9795,"ENST00000360835"
"ENSG00000159314",4621,"ENST00000685559"
"ENSG00000159322",2608,"ENST00000456471"
"ENSG00000159335",1162,"ENST00000309083"
"ENSG00000159337",4266,"ENST00000290472"
"ENSG00000159339",2267,"ENST00000375448"
"ENSG00000159346",2091,"ENST00000340990"
"ENSG00000159348",1624,"ENST00000367249"
"ENSG00000159352",1319,"ENST00000368884"
"ENSG00000159363",3996,"ENST00000326735"
"ENSG00000159374",2544,"ENST00000421985"
"ENSG00000159377",918,"ENST00000290541"
"ENSG00000159387",2681,"ENST00000290552"
"ENSG00000159388",2729,"ENST00000290551"
"ENSG00000159398",2177,"ENST00000290567"
"ENSG00000159399",5626,"ENST00000290573"
"ENSG00000159403",2488,"ENST00000647956"
"ENSG00000159409",5582,"ENST00000290583"
"ENSG00000159423",3139,"ENST00000375341"
"ENSG00000159433",15637,"ENST00000290607"
"ENSG00000159445",4798,"ENST00000368814"
"ENSG00000159450",6985,"ENST00000614923"
"ENSG00000159455",608,"ENST00000368780"
"ENSG00000159459",7698,"ENST00000290650"
"ENSG00000159461",3607,"ENST00000290649"
"ENSG00000159479",1968,"ENST00000372457"
"ENSG00000159495",2322,"ENST00000452443"
"ENSG00000159496",2725,"ENST00000290691"
"ENSG00000159516",589,"ENST00000368748"
"ENSG00000159527",2217,"ENST00000683862"
"ENSG00000159556",1831,"ENST00000290759"
"ENSG00000159579",3503,"ENST00000394420"
"ENSG00000159588",2245,"ENST00000528266"
"ENSG00000159592",3641,"ENST00000355105"
"ENSG00000159593",1813,"ENST00000290810"
"ENSG00000159596",1465,"ENST00000372025"
"ENSG00000159618",3335,"ENST00000349457"
"ENSG00000159625",3387,"ENST00000360716"
"ENSG00000159640",4962,"ENST00000290866"
"ENSG00000159648",1434,"ENST00000441824"
"ENSG00000159650",3264,"ENST00000290868"
"ENSG00000159658",5817,"ENST00000371933"
"ENSG00000159674",1579,"ENST00000290902"
"ENSG00000159685",1000,"ENST00000290913"
"ENSG00000159692",2488,"ENST00000382952"
"ENSG00000159708",2428,"ENST00000329956"
"ENSG00000159713",1021,"ENST00000393957"
"ENSG00000159714",2252,"ENST00000565726"
"ENSG00000159720",1636,"ENST00000290949"
"ENSG00000159723",498,"ENST00000290953"
"ENSG00000159733",4114,"ENST00000290974"
"ENSG00000159753",4462,"ENST00000334583"
"ENSG00000159761",1266,"ENST00000403458"
"ENSG00000159763",578,"ENST00000291009"
"ENSG00000159784",4343,"ENST00000443739"
"ENSG00000159788",4753,"ENST00000336727"
"ENSG00000159792",3497,"ENST00000291041"
"ENSG00000159840",2228,"ENST00000322764"
"ENSG00000159842",5395,"ENST00000302538"
"ENSG00000159871",2487,"ENST00000377950"
"ENSG00000159873",3964,"ENST00000249064"
"ENSG00000159882",4104,"ENST00000429154"
"ENSG00000159884",1264,"ENST00000426546"
"ENSG00000159885",1614,"ENST00000391960"
"ENSG00000159899",4248,"ENST00000342694"
"ENSG00000159905",2382,"ENST00000587682"
"ENSG00000159915",2757,"ENST00000683810"
"ENSG00000159917",3190,"ENST00000291182"
"ENSG00000159921",5263,"ENST00000642385"
"ENSG00000159958",3923,"ENST00000291232"
"ENSG00000159961",3800,"ENST00000641141"
"ENSG00000160007",9290,"ENST00000672722"
"ENSG00000160013",2078,"ENST00000291294"
"ENSG00000160014",2184,"ENST00000291295"
"ENSG00000160049",6035,"ENST00000377038"
"ENSG00000160050",880,"ENST00000373602"
"ENSG00000160051",2012,"ENST00000291358"
"ENSG00000160055",1107,"ENST00000309777"
"ENSG00000160058",3309,"ENST00000455895"
"ENSG00000160062",7077,"ENST00000373510"
"ENSG00000160072",4098,"ENST00000673477"
"ENSG00000160075",1284,"ENST00000291386"
"ENSG00000160087",2260,"ENST00000349431"
"ENSG00000160094",3187,"ENST00000539719"
"ENSG00000160097",2831,"ENST00000373471"
"ENSG00000160111",5983,"ENST00000443236"
"ENSG00000160113",2383,"ENST00000291442"
"ENSG00000160117",2962,"ENST00000404085"
"ENSG00000160124",720,"ENST00000291458"
"ENSG00000160131",4715,"ENST00000330374"
"ENSG00000160145",16188,"ENST00000682506"
"ENSG00000160161",4199,"ENST00000291495"
"ENSG00000160179",2976,"ENST00000398449"
"ENSG00000160180",867,"ENST00000518498"
"ENSG00000160181",603,"ENST00000291526"
"ENSG00000160182",492,"ENST00000291527"
"ENSG00000160183",2396,"ENST00000644384"
"ENSG00000160185",2520,"ENST00000319294"
"ENSG00000160188",1300,"ENST00000291536"
"ENSG00000160190",3712,"ENST00000352133"
"ENSG00000160191",2192,"ENST00000291539"
"ENSG00000160193",2106,"ENST00000398208"
"ENSG00000160194",5725,"ENST00000354250"
"ENSG00000160199",5300,"ENST00000291547"
"ENSG00000160200",2495,"ENST00000398165"
"ENSG00000160201",945,"ENST00000291552"
"ENSG00000160202",1139,"ENST00000291554"
"ENSG00000160207",1900,"ENST00000291560"
"ENSG00000160208",5078,"ENST00000340648"
"ENSG00000160209",7341,"ENST00000291565"
"ENSG00000160211",2223,"ENST00000393562"
"ENSG00000160213",588,"ENST00000291568"
"ENSG00000160214",2958,"ENST00000497547"
"ENSG00000160216",6565,"ENST00000291572"
"ENSG00000160218",6986,"ENST00000291574"
"ENSG00000160219",4745,"ENST00000424127"
"ENSG00000160221",1584,"ENST00000291577"
"ENSG00000160223",7078,"ENST00000407780"
"ENSG00000160224",2690,"ENST00000291582"
"ENSG00000160226",2221,"ENST00000339818"
"ENSG00000160229",4539,"ENST00000344519"
"ENSG00000160233",5845,"ENST00000291592"
"ENSG00000160255",2807,"ENST00000652462"
"ENSG00000160256",892,"ENST00000291634"
"ENSG00000160271",3696,"ENST00000372050"
"ENSG00000160282",1890,"ENST00000397746"
"ENSG00000160284",2304,"ENST00000291672"
"ENSG00000160285",4886,"ENST00000397728"
"ENSG00000160293",4851,"ENST00000371850"
"ENSG00000160294",6403,"ENST00000291688"
"ENSG00000160298",2970,"ENST00000291691"
"ENSG00000160299",10526,"ENST00000359568"
"ENSG00000160305",7350,"ENST00000417564"
"ENSG00000160307",1109,"ENST00000291700"
"ENSG00000160310",2354,"ENST00000355680"
"ENSG00000160318",974,"ENST00000291715"
"ENSG00000160321",9088,"ENST00000397126"
"ENSG00000160323",4399,"ENST00000355699"
"ENSG00000160325",2803,"ENST00000316948"
"ENSG00000160326",2491,"ENST00000371899"
"ENSG00000160336",3983,"ENST00000684525"
"ENSG00000160339",1062,"ENST00000291744"
"ENSG00000160345",675,"ENST00000429260"
"ENSG00000160349",787,"ENST00000371781"
"ENSG00000160352",8752,"ENST00000456283"
"ENSG00000160360",3566,"ENST00000440944"
"ENSG00000160392",3611,"ENST00000683109"
"ENSG00000160396",2446,"ENST00000291823"
"ENSG00000160401",3704,"ENST00000373295"
"ENSG00000160404",1500,"ENST00000373284"
"ENSG00000160408",2410,"ENST00000373146"
"ENSG00000160410",2341,"ENST00000291842"
"ENSG00000160439",1870,"ENST00000415061"
"ENSG00000160445",4293,"ENST00000291900"
"ENSG00000160446",1146,"ENST00000372663"
"ENSG00000160447",3393,"ENST00000291906"
"ENSG00000160460",8910,"ENST00000598249"
"ENSG00000160469",3277,"ENST00000309383"
"ENSG00000160471",1566,"ENST00000326529"
"ENSG00000160472",605,"ENST00000291934"
"ENSG00000160505",3713,"ENST00000301295"
"ENSG00000160539",2065,"ENST00000372264"
"ENSG00000160551",12643,"ENST00000261716"
"ENSG00000160563",1385,"ENST00000292035"
"ENSG00000160570",1905,"ENST00000596251"
"ENSG00000160584",6364,"ENST00000445177"
"ENSG00000160588",3983,"ENST00000278949"
"ENSG00000160593",1876,"ENST00000356289"
"ENSG00000160602",3573,"ENST00000268766"
"ENSG00000160606",1042,"ENST00000292090"
"ENSG00000160613",4197,"ENST00000320934"
"ENSG00000160633",3064,"ENST00000588852"
"ENSG00000160654",2690,"ENST00000532917"
"ENSG00000160678",559,"ENST00000292169"
"ENSG00000160679",2079,"ENST00000368694"
"ENSG00000160683",4293,"ENST00000292174"
"ENSG00000160685",3606,"ENST00000535420"
"ENSG00000160688",2189,"ENST00000292180"
"ENSG00000160691",3481,"ENST00000448116"
"ENSG00000160695",3181,"ENST00000621676"
"ENSG00000160703",4131,"ENST00000409109"
"ENSG00000160710",6610,"ENST00000368474"
"ENSG00000160712",5764,"ENST00000368485"
"ENSG00000160714",3239,"ENST00000292211"
"ENSG00000160716",5857,"ENST00000368476"
"ENSG00000160741",2631,"ENST00000368633"
"ENSG00000160746",3155,"ENST00000292246"
"ENSG00000160752",1417,"ENST00000368356"
"ENSG00000160753",3436,"ENST00000368352"
"ENSG00000160767",3190,"ENST00000361361"
"ENSG00000160781",1969,"ENST00000292291"
"ENSG00000160783",1068,"ENST00000368277"
"ENSG00000160785",3467,"ENST00000359511"
"ENSG00000160789",3178,"ENST00000368300"
"ENSG00000160791",3358,"ENST00000292303"
"ENSG00000160796",8842,"ENST00000450053"
"ENSG00000160799",841,"ENST00000683445"
"ENSG00000160801",2153,"ENST00000449590"
"ENSG00000160803",3582,"ENST00000368309"
"ENSG00000160808",885,"ENST00000292327"
"ENSG00000160813",963,"ENST00000292330"
"ENSG00000160838",1977,"ENST00000337428"
"ENSG00000160856",4638,"ENST00000368184"
"ENSG00000160862",1181,"ENST00000292401"
"ENSG00000160867",3093,"ENST00000292408"
"ENSG00000160868",2781,"ENST00000651514"
"ENSG00000160870",2079,"ENST00000336374"
"ENSG00000160877",4524,"ENST00000292431"
"ENSG00000160882",3540,"ENST00000292427"
"ENSG00000160883",3082,"ENST00000292432"
"ENSG00000160886",2671,"ENST00000292430"
"ENSG00000160888",2110,"ENST00000292433"
"ENSG00000160908",2163,"ENST00000337673"
"ENSG00000160917",1823,"ENST00000292476"
"ENSG00000160932",1131,"ENST00000292494"
"ENSG00000160948",948,"ENST00000292510"
"ENSG00000160949",4531,"ENST00000409379"
"ENSG00000160951",1413,"ENST00000292513"
"ENSG00000160953",4232,"ENST00000591337"
"ENSG00000160957",3819,"ENST00000617875"
"ENSG00000160959",5337,"ENST00000292524"
"ENSG00000160961",4716,"ENST00000292530"
"ENSG00000160963",2978,"ENST00000313669"
"ENSG00000160972",2864,"ENST00000435887"
"ENSG00000160973",2017,"ENST00000377317"
"ENSG00000160991",10747,"ENST00000495936"
"ENSG00000160993",2092,"ENST00000292566"
"ENSG00000160994",1757,"ENST00000292574"
"ENSG00000160999",2236,"ENST00000444095"
"ENSG00000161010",1168,"ENST00000292586"
"ENSG00000161011",2840,"ENST00000389805"
"ENSG00000161013",2365,"ENST00000292591"
"ENSG00000161016",1070,"ENST00000528957"
"ENSG00000161021",5748,"ENST00000292599"
"ENSG00000161031",1879,"ENST00000340880"
"ENSG00000161036",2160,"ENST00000292616"
"ENSG00000161040",4657,"ENST00000440067"
"ENSG00000161048",5140,"ENST00000465647"
"ENSG00000161055",478,"ENST00000292641"
"ENSG00000161057",2712,"ENST00000292644"
"ENSG00000161082",1896,"ENST00000292672"
"ENSG00000161091",2137,"ENST00000355415"
"ENSG00000161179",1309,"ENST00000292778"
"ENSG00000161180",2231,"ENST00000292779"
"ENSG00000161202",5269,"ENST00000313143"
"ENSG00000161203",1931,"ENST00000292807"
"ENSG00000161204",2446,"ENST00000429586"
"ENSG00000161217",5546,"ENST00000431016"
"ENSG00000161243",2315,"ENST00000292853"
"ENSG00000161249",1924,"ENST00000339686"
"ENSG00000161265",765,"ENST00000378975"
"ENSG00000161267",3527,"ENST00000392379"
"ENSG00000161270",5535,"ENST00000378910"
"ENSG00000161277",1349,"ENST00000292894"
"ENSG00000161281",340,"ENST00000292907"
"ENSG00000161298",8336,"ENST00000292928"
"ENSG00000161328",2765,"ENST00000270115"
"ENSG00000161381",6230,"ENST00000315392"
"ENSG00000161395",2687,"ENST00000300658"
"ENSG00000161405",9788,"ENST00000346872"
"ENSG00000161509",4271,"ENST00000293190"
"ENSG00000161513",1846,"ENST00000293195"
"ENSG00000161526",2500,"ENST00000584667"
"ENSG00000161533",7317,"ENST00000293217"
"ENSG00000161542",3435,"ENST00000446526"
"ENSG00000161544",1962,"ENST00000293230"
"ENSG00000161547",1888,"ENST00000359995"
"ENSG00000161551",8291,"ENST00000638348"
"ENSG00000161558",2263,"ENST00000293261"
"ENSG00000161594",2012,"ENST00000293303"
"ENSG00000161609",2343,"ENST00000447857"
"ENSG00000161610",577,"ENST00000293330"
"ENSG00000161618",3099,"ENST00000293350"
"ENSG00000161634",519,"ENST00000293371"
"ENSG00000161638",4250,"ENST00000293379"
"ENSG00000161640",3173,"ENST00000447370"
"ENSG00000161642",2440,"ENST00000394313"
"ENSG00000161647",2790,"ENST00000398389"
"ENSG00000161649",2768,"ENST00000317310"
"ENSG00000161652",814,"ENST00000293405"
"ENSG00000161653",2114,"ENST00000293404"
"ENSG00000161654",2552,"ENST00000293406"
"ENSG00000161664",2142,"ENST00000293414"
"ENSG00000161671",9439,"ENST00000334976"
"ENSG00000161677",834,"ENST00000598418"
"ENSG00000161681",9636,"ENST00000293441"
"ENSG00000161682",3138,"ENST00000293443"
"ENSG00000161692",3015,"ENST00000315005"
"ENSG00000161714",6132,"ENST00000619929"
"ENSG00000161791",12625,"ENST00000335154"
"ENSG00000161798",1449,"ENST00000293599"
"ENSG00000161800",3106,"ENST00000312377"
"ENSG00000161807",936,"ENST00000541538"
"ENSG00000161813",6441,"ENST00000398473"
"ENSG00000161835",1952,"ENST00000293662"
"ENSG00000161847",3484,"ENST00000617231"
"ENSG00000161849",2092,"ENST00000257951"
"ENSG00000161850",2644,"ENST00000257974"
"ENSG00000161860",1248,"ENST00000293695"
"ENSG00000161888",2290,"ENST00000592540"
"ENSG00000161896",2618,"ENST00000293756"
"ENSG00000161904",2941,"ENST00000293760"
"ENSG00000161905",2697,"ENST00000293761"
"ENSG00000161911",1262,"ENST00000426005"
"ENSG00000161914",2154,"ENST00000293771"
"ENSG00000161920",836,"ENST00000293777"
"ENSG00000161921",2324,"ENST00000293778"
"ENSG00000161929",2424,"ENST00000574081"
"ENSG00000161940",3527,"ENST00000293805"
"ENSG00000161944",1448,"ENST00000691900"
"ENSG00000161955",1811,"ENST00000338784"
"ENSG00000161956",2567,"ENST00000321337"
"ENSG00000161958",2578,"ENST00000293829"
"ENSG00000161960",1758,"ENST00000293831"
"ENSG00000161970",528,"ENST00000648839"
"ENSG00000161973",1373,"ENST00000293845"
"ENSG00000161980",1372,"ENST00000293860"
"ENSG00000161981",1087,"ENST00000293861"
"ENSG00000161992",2245,"ENST00000409413"
"ENSG00000161996",5540,"ENST00000293879"
"ENSG00000161999",1934,"ENST00000609261"
"ENSG00000162004",1585,"ENST00000345165"
"ENSG00000162009",2689,"ENST00000689027"
"ENSG00000162032",1535,"ENST00000566339"
"ENSG00000162039",1867,"ENST00000325962"
"ENSG00000162040",1236,"ENST00000454677"
"ENSG00000162062",1633,"ENST00000361837"
"ENSG00000162063",4230,"ENST00000397066"
"ENSG00000162065",6611,"ENST00000646147"
"ENSG00000162066",3172,"ENST00000293971"
"ENSG00000162068",2188,"ENST00000293973"
"ENSG00000162069",2032,"ENST00000572449"
"ENSG00000162073",2685,"ENST00000318782"
"ENSG00000162076",990,"ENST00000396958"
"ENSG00000162078",689,"ENST00000382280"
"ENSG00000162086",2859,"ENST00000669516"
"ENSG00000162104",7980,"ENST00000294016"
"ENSG00000162105",10830,"ENST00000601538"
"ENSG00000162129",9963,"ENST00000538039"
"ENSG00000162139",5929,"ENST00000294064"
"ENSG00000162144",2584,"ENST00000294072"
"ENSG00000162148",1532,"ENST00000338608"
"ENSG00000162174",2270,"ENST00000415229"
"ENSG00000162188",864,"ENST00000294117"
"ENSG00000162191",1134,"ENST00000301935"
"ENSG00000162194",1818,"ENST00000354588"
"ENSG00000162222",1133,"ENST00000316461"
"ENSG00000162227",2023,"ENST00000294168"
"ENSG00000162231",2290,"ENST00000294172"
"ENSG00000162236",1794,"ENST00000294179"
"ENSG00000162241",2261,"ENST00000398802"
"ENSG00000162244",754,"ENST00000294189"
"ENSG00000162267",2797,"ENST00000449956"
"ENSG00000162298",3038,"ENST00000377190"
"ENSG00000162300",1382,"ENST00000294258"
"ENSG00000162302",3128,"ENST00000334205"
"ENSG00000162337",5177,"ENST00000294304"
"ENSG00000162341",4969,"ENST00000294309"
"ENSG00000162344",1821,"ENST00000294312"
"ENSG00000162365",2535,"ENST00000371891"
"ENSG00000162366",838,"ENST00000294338"
"ENSG00000162367",4641,"ENST00000691006"
"ENSG00000162368",2937,"ENST00000371873"
"ENSG00000162373",1693,"ENST00000371833"
"ENSG00000162374",3965,"ENST00000371824"
"ENSG00000162377",3988,"ENST00000371538"
"ENSG00000162378",8143,"ENST00000294353"
"ENSG00000162383",2698,"ENST00000371494"
"ENSG00000162384",1102,"ENST00000294360"
"ENSG00000162385",656,"ENST00000371470"
"ENSG00000162390",3084,"ENST00000343744"
"ENSG00000162391",1975,"ENST00000302250"
"ENSG00000162396",2356,"ENST00000371279"
"ENSG00000162398",1690,"ENST00000371273"
"ENSG00000162399",9761,"ENST00000651561"
"ENSG00000162402",10800,"ENST00000294383"
"ENSG00000162407",3273,"ENST00000371250"
"ENSG00000162408",6627,"ENST00000377705"
"ENSG00000162409",9355,"ENST00000371244"
"ENSG00000162413",4487,"ENST00000377658"
"ENSG00000162415",5868,"ENST00000359600"
"ENSG00000162419",6358,"ENST00000373816"
"ENSG00000162426",2496,"ENST00000471889"
"ENSG00000162430",4314,"ENST00000361547"
"ENSG00000162433",6845,"ENST00000327299"
"ENSG00000162434",5092,"ENST00000342505"
"ENSG00000162437",4421,"ENST00000294428"
"ENSG00000162438",3482,"ENST00000375949"
"ENSG00000162441",4989,"ENST00000377223"
"ENSG00000162444",625,"ENST00000294435"
"ENSG00000162456",2896,"ENST00000481882"
"ENSG00000162458",3314,"ENST00000375766"
"ENSG00000162460",1443,"ENST00000375782"
"ENSG00000162461",3129,"ENST00000294454"
"ENSG00000162482",1215,"ENST00000361640"
"ENSG00000162490",7365,"ENST00000294485"
"ENSG00000162493",2737,"ENST00000621990"
"ENSG00000162494",2168,"ENST00000376085"
"ENSG00000162496",2201,"ENST00000616661"
"ENSG00000162510",3830,"ENST00000373765"
"ENSG00000162511",2177,"ENST00000294507"
"ENSG00000162512",5246,"ENST00000339394"
"ENSG00000162517",1614,"ENST00000373703"
"ENSG00000162520",3503,"ENST00000409190"
"ENSG00000162521",7883,"ENST00000373493"
"ENSG00000162522",5493,"ENST00000401073"
"ENSG00000162526",1026,"ENST00000373534"
"ENSG00000162542",2946,"ENST00000294543"
"ENSG00000162543",5562,"ENST00000375099"
"ENSG00000162545",2326,"ENST00000375078"
"ENSG00000162551",2536,"ENST00000374840"
"ENSG00000162552",3968,"ENST00000290167"
"ENSG00000162571",2288,"ENST00000379289"
"ENSG00000162572",3050,"ENST00000379116"
"ENSG00000162576",2293,"ENST00000309212"
"ENSG00000162585",727,"ENST00000378546"
"ENSG00000162591",7443,"ENST00000356575"
"ENSG00000162592",2125,"ENST00000294600"
"ENSG00000162594",2858,"ENST00000347310"
"ENSG00000162595",1481,"ENST00000646789"
"ENSG00000162598",2028,"ENST00000371201"
"ENSG00000162599",9229,"ENST00000403491"
"ENSG00000162600",1861,"ENST00000371226"
"ENSG00000162601",7751,"ENST00000472487"
"ENSG00000162604",969,"ENST00000606498"
"ENSG00000162607",3602,"ENST00000339950"
"ENSG00000162613",6714,"ENST00000370768"
"ENSG00000162614",3282,"ENST00000334785"
"ENSG00000162616",2903,"ENST00000370763"
"ENSG00000162618",3539,"ENST00000370742"
"ENSG00000162620",2854,"ENST00000354431"
"ENSG00000162621",4358,"ENST00000294635"
"ENSG00000162623",3437,"ENST00000370867"
"ENSG00000162624",2258,"ENST00000356261"
"ENSG00000162627",1736,"ENST00000306121"
"ENSG00000162630",3548,"ENST00000367434"
"ENSG00000162631",6330,"ENST00000370068"
"ENSG00000162636",5584,"ENST00000370035"
"ENSG00000162639",1662,"ENST00000651461"
"ENSG00000162641",3050,"ENST00000370001"
"ENSG00000162642",3254,"ENST00000471115"
"ENSG00000162643",2990,"ENST00000294664"
"ENSG00000162645",4088,"ENST00000370466"
"ENSG00000162650",2448,"ENST00000683729"
"ENSG00000162654",6141,"ENST00000355754"
"ENSG00000162664",9729,"ENST00000340281"
"ENSG00000162669",4899,"ENST00000370425"
"ENSG00000162670",3128,"ENST00000367462"
"ENSG00000162676",4554,"ENST00000294702"
"ENSG00000162687",5984,"ENST00000294725"
"ENSG00000162688",7091,"ENST00000361915"
"ENSG00000162692",3101,"ENST00000294728"
"ENSG00000162694",2825,"ENST00000370114"
"ENSG00000162695",8204,"ENST00000357650"
"ENSG00000162702",4864,"ENST00000367353"
"ENSG00000162704",7266,"ENST00000359856"
"ENSG00000162706",3739,"ENST00000368125"
"ENSG00000162711",4187,"ENST00000336119"
"ENSG00000162714",5315,"ENST00000682384"
"ENSG00000162722",5170,"ENST00000366481"
"ENSG00000162723",1139,"ENST00000368093"
"ENSG00000162727",939,"ENST00000366476"
"ENSG00000162728",4202,"ENST00000368088"
"ENSG00000162729",2270,"ENST00000314485"
"ENSG00000162733",10086,"ENST00000367921"
"ENSG00000162734",2420,"ENST00000360472"
"ENSG00000162735",3653,"ENST00000368072"
"ENSG00000162736",2822,"ENST00000294785"
"ENSG00000162738",5354,"ENST00000368061"
"ENSG00000162739",2733,"ENST00000368057"
"ENSG00000162745",3175,"ENST00000294794"
"ENSG00000162746",1996,"ENST00000367948"
"ENSG00000162747",2103,"ENST00000650385"
"ENSG00000162753",4410,"ENST00000367714"
"ENSG00000162755",1347,"ENST00000368011"
"ENSG00000162757",4684,"ENST00000294811"
"ENSG00000162761",3545,"ENST00000342310"
"ENSG00000162763",1372,"ENST00000294818"
"ENSG00000162769",5919,"ENST00000366971"
"ENSG00000162771",2302,"ENST00000294829"
"ENSG00000162772",1940,"ENST00000341491"
"ENSG00000162775",3373,"ENST00000369784"
"ENSG00000162777",3239,"ENST00000357640"
"ENSG00000162779",3391,"ENST00000367618"
"ENSG00000162782",3745,"ENST00000444136"
"ENSG00000162783",4201,"ENST00000367577"
"ENSG00000162804",8394,"ENST00000310397"
"ENSG00000162813",2400,"ENST00000322067"
"ENSG00000162814",5798,"ENST00000366933"
"ENSG00000162817",2891,"ENST00000294889"
"ENSG00000162819",4104,"ENST00000340934"
"ENSG00000162825",19578,"ENST00000698833"
"ENSG00000162836",6956,"ENST00000583509"
"ENSG00000162843",5042,"ENST00000437684"
"ENSG00000162849",13593,"ENST00000407071"
"ENSG00000162851",1784,"ENST00000366514"
"ENSG00000162852",5127,"ENST00000366513"
"ENSG00000162869",3173,"ENST00000294952"
"ENSG00000162873",2970,"ENST00000367155"
"ENSG00000162877",2164,"ENST00000367136"
"ENSG00000162878",2490,"ENST00000294964"
